file,energy/Ha,E(LUMO)/eV,E(HOMO)/eV,gap/eV,dipole moment magnitude (a.u.)
qm7_131.xyz,-194.897669296782,1.2941,-7.5434,8.8375,0.28558
qm7_1310.xyz,-273.445977583421,0.8667,-6.5056,7.3723,0.09644
qm7_1311.xyz,-305.453260886275,0.2514,-5.8361,6.0875,1.36764
qm7_1312.xyz,-306.674289462881,1.3042,-6.4065,7.7107,1.51896
qm7_1313.xyz,-303.023891674886,-0.2502,-9.7166,9.4664,1.73636
qm7_1314.xyz,-307.876869165073,1.6548,-6.1801,7.8349,0.54212
qm7_1315.xyz,-307.878241862551,1.5503,-6.3428,7.8931,0.06433
qm7_1316.xyz,-306.673233201597,1.3584,-6.499,7.8574,1.53993
qm7_1317.xyz,-303.030131201173,0.3368,-9.506,9.8428,2.30457
qm7_1318.xyz,-305.404616535554,1.217,-6.4082,7.6252,0.96505
qm7_1319.xyz,-304.190915753113,0.896,-6.3654,7.2614,1.54234
qm7_132.xyz,-193.677500272462,-0.5722,-6.6508,6.0786,0.26533
qm7_1320.xyz,-305.448825414161,0.1319,-6.0508,6.1827,1.20680
qm7_1321.xyz,-273.442528357826,0.882,-6.1585,7.0405,0.11803
qm7_1322.xyz,-305.449748220372,0.1477,-6.1258,6.2735,0.93514
qm7_1323.xyz,-304.248620277524,-0.1752,-6.2165,6.0413,2.52205
qm7_1324.xyz,-307.882253660903,1.6377,-6.3296,7.9673,0.14089
qm7_1325.xyz,-306.674508360223,1.408,-6.4223,7.8303,1.48752
qm7_1326.xyz,-303.023203631651,-0.2136,-9.6926,9.479,1.72518
qm7_1327.xyz,-307.874204997037,1.8933,-6.2009,8.0942,0.56697
qm7_1328.xyz,-307.878486709451,1.6334,-6.3362,7.9696,0.06524
qm7_1329.xyz,-306.672376523922,1.2737,-6.4961,7.7698,1.45766
qm7_133.xyz,-192.429249985972,-0.3953,-7.086,6.6907,0.50965
qm7_1330.xyz,-304.176185024472,-1.1484,-6.7525,5.6041,0.17809
qm7_1331.xyz,-305.396823880477,0.3717,-6.1938,6.5655,0.71627
qm7_1332.xyz,-272.220667761978,-0.1579,-5.809,5.6511,0.20477
qm7_1333.xyz,-304.190537395345,-1.5572,-6.5988,5.0416,0.64759
qm7_1334.xyz,-305.401652090146,0.4143,-6.1036,6.5179,0.83520
qm7_1335.xyz,-304.190192080009,-1.6447,-6.7321,5.0874,0.26196
qm7_1336.xyz,-305.402663881286,0.364,-6.2209,6.5849,0.56847
qm7_1337.xyz,-304.189688513152,-1.307,-6.6402,5.3332,0.77893
qm7_1338.xyz,-306.638510195695,0.4737,-6.1188,6.5925,0.66261
qm7_1339.xyz,-305.412221717051,-0.953,-6.6511,5.6981,0.30938
qm7_134.xyz,-196.153503615542,0.7957,-6.8539,7.6496,0.02447
qm7_1340.xyz,-306.632807451803,0.5151,-6.0993,6.6144,0.73449
qm7_1341.xyz,-302.935357025499,-1.6943,-6.8091,5.1148,0.60863
qm7_1342.xyz,-304.151644643809,0.3976,-6.2005,6.5981,0.86746
qm7_1343.xyz,-272.219521843255,-0.4838,-5.8418,5.358,0.27409
qm7_1344.xyz,-306.640840856293,0.7671,-5.7524,6.5195,0.72499
qm7_1345.xyz,-305.419893712623,-0.4452,-6.6541,6.2089,0.80335
qm7_1346.xyz,-306.633847629937,0.4822,-6.0897,6.5719,0.75377
qm7_1347.xyz,-307.867161373896,1.7321,-6.0774,7.8095,0.56653
qm7_1348.xyz,-306.634885559282,0.5946,-5.8882,6.4828,0.63723
qm7_1349.xyz,-305.411475418538,-0.9795,-6.6635,5.684,0.30218
qm7_135.xyz,-196.153574055284,0.6891,-6.9565,7.6456,0.22350
qm7_1350.xyz,-306.678791009040,1.2118,-6.2179,7.4297,1.09760
qm7_1351.xyz,-306.630433640863,0.5388,-6.0783,6.6171,0.74524
qm7_1352.xyz,-290.627189269683,1.9264,-6.5378,8.4642,0.38466
qm7_1353.xyz,-290.631835363499,1.8578,-6.553,8.4108,0.39397
qm7_1354.xyz,-272.221289549039,-0.2299,-5.7015,5.4716,0.33389
qm7_1355.xyz,-290.628711223750,1.9002,-6.0086,7.9088,0.24202
qm7_1356.xyz,-289.394182425801,0.4499,-6.1189,6.5688,0.27892
qm7_1357.xyz,-288.138889553434,1.0756,-6.2812,7.3568,0.44240
qm7_1358.xyz,-290.632479449692,1.8281,-6.0194,7.8475,0.25535
qm7_1359.xyz,-290.630566303080,1.9187,-6.2879,8.2066,0.32941
qm7_136.xyz,-194.907469314751,1.498,-6.9956,8.4936,0.03299
qm7_1360.xyz,-289.396118680740,0.4537,-6.424,6.8777,0.30065
qm7_1361.xyz,-286.984381745550,-1.2764,-7.8018,6.5254,1.57511
qm7_1362.xyz,-288.141079631258,1.1278,-6.5846,7.7124,0.42114
qm7_1363.xyz,-290.633288314466,1.8399,-6.3001,8.14,0.34469
qm7_1364.xyz,-290.637369661021,1.6084,-6.582,8.1904,0.47397
qm7_1365.xyz,-272.218421623372,-0.2792,-5.947,5.6678,0.51389
qm7_1366.xyz,-288.215096876886,0.9143,-8.6498,9.5641,1.56700
qm7_1367.xyz,-290.635610585523,1.8431,-6.5552,8.3983,0.51751
qm7_1368.xyz,-290.635976455517,1.8575,-6.5291,8.3866,0.48863
qm7_1369.xyz,-302.982699531805,-1.3577,-7.6209,6.2632,1.84924
qm7_137.xyz,-196.148708860794,0.6032,-7.2822,7.8854,0.16394
qm7_1370.xyz,-306.639901705331,1.5289,-6.5623,8.0912,0.86334
qm7_1371.xyz,-304.216375442992,0.9588,-7.5269,8.4857,1.83036
qm7_1372.xyz,-306.638025247604,1.7217,-6.4796,8.2013,0.48715
qm7_1373.xyz,-306.641121581037,1.5504,-6.3214,7.8718,0.59563
qm7_1374.xyz,-291.862097493655,1.8883,-6.1526,8.0409,0.29895
qm7_1375.xyz,-289.393162642581,0.1962,-6.42,6.6162,0.26272
qm7_1376.xyz,-270.992851488394,-1.688,-6.1431,4.4551,0.05617
qm7_1377.xyz,-288.137866510371,0.2339,-6.586,6.8199,0.38241
qm7_1378.xyz,-286.882151921620,0.5623,-6.7507,7.313,0.44567
qm7_1379.xyz,-290.640362254134,0.4943,-6.6768,7.1711,0.45532
qm7_138.xyz,-194.897529456424,1.3476,-7.5352,8.8828,0.32948
qm7_1380.xyz,-289.387775355649,1.1407,-6.7046,7.8453,0.75440
qm7_1381.xyz,-291.867058045577,1.6258,-6.101,7.7268,0.30646
qm7_1382.xyz,-290.630232023027,0.4678,-6.3101,6.7779,0.32356
qm7_1383.xyz,-289.375164377816,1.0835,-6.4758,7.5593,0.44181
qm7_1384.xyz,-288.218486801302,-0.0828,-7.6755,7.5927,1.45605
qm7_1385.xyz,-289.414851552983,-0.5371,-6.2322,5.6951,0.49145
qm7_1386.xyz,-288.160108034723,-0.447,-6.3708,5.9238,0.80010
qm7_1387.xyz,-272.221442395608,-0.1433,-5.828,5.6847,0.18868
qm7_1388.xyz,-274.660950017891,1.6007,-8.4228,10.0235,0.00454
qm7_1389.xyz,-290.638768404749,0.7322,-6.6503,7.3825,0.52757
qm7_139.xyz,-196.151969060788,2.1535,-7.59,9.7435,0.05549
qm7_1390.xyz,-290.635200652765,0.5517,-6.4968,7.0485,0.44952
qm7_1391.xyz,-289.384379537703,1.309,-6.605,7.914,0.34950
qm7_1392.xyz,-290.639379865412,0.7234,-6.5362,7.2596,0.44127
qm7_1393.xyz,-291.870907384055,1.5671,-6.5747,8.1418,0.53555
qm7_1394.xyz,-290.640720408804,0.6009,-6.7016,7.3025,0.44768
qm7_1395.xyz,-289.391768131403,1.2155,-6.6353,7.8508,0.49832
qm7_1396.xyz,-290.637622993814,0.5678,-6.6355,7.2033,0.47999
qm7_1397.xyz,-289.386688949273,1.3483,-6.7964,8.1447,0.60541
qm7_1398.xyz,-290.628508072519,0.442,-6.1988,6.6408,0.28066
qm7_1399.xyz,-272.218551975615,0.6292,-6.4035,7.0327,0.10013
qm7_14.xyz,-134.899521480723,1.8721,-6.1221,7.9942,0.35580
qm7_140.xyz,-212.180288132561,1.6696,-5.9148,7.5844,0.36226
qm7_1400.xyz,-289.376122098196,1.19,-6.495,7.685,0.18104
qm7_1401.xyz,-291.853205539769,1.8053,-5.9375,7.7428,0.13914
qm7_1402.xyz,-291.864637886696,1.7547,-6.1666,7.9213,0.31168
qm7_1403.xyz,-290.627672302484,0.462,-6.2834,6.7454,0.30647
qm7_1404.xyz,-289.372576277540,1.0956,-6.4533,7.5489,0.44754
qm7_1405.xyz,-307.868766764148,1.846,-6.0691,7.9151,0.30309
qm7_1406.xyz,-304.212759044941,0.0205,-7.1999,7.2204,1.13946
qm7_1407.xyz,-302.956708531581,0.2872,-7.3531,7.6403,1.02771
qm7_1408.xyz,-305.442778380748,0.1945,-5.9513,6.1458,1.20315
qm7_1409.xyz,-305.457520891965,0.3114,-5.925,6.2364,1.12056
qm7_141.xyz,-209.778221220971,1.2913,-6.0135,7.3048,0.80445
qm7_1410.xyz,-272.209996254867,0.4552,-6.4014,6.8566,0.24411
qm7_1411.xyz,-305.454377663083,0.2613,-6.0385,6.2998,0.84171
qm7_1412.xyz,-307.871426675049,1.7544,-6.0938,7.8482,0.28612
qm7_1413.xyz,-307.879233579799,1.4756,-6.2315,7.7071,0.55075
qm7_1414.xyz,-306.666600938483,1.3894,-6.1849,7.5743,1.53548
qm7_1415.xyz,-306.683169030836,1.3,-6.3932,7.6932,1.37374
qm7_1416.xyz,-305.450519399142,0.7389,-7.0884,7.8273,1.17052
qm7_1417.xyz,-307.875577246545,1.625,-6.3285,7.9535,0.11653
qm7_1418.xyz,-306.644915569137,0.6005,-6.4453,7.0458,0.96107
qm7_1419.xyz,-307.877067619132,1.6384,-6.1878,7.8262,0.58555
qm7_142.xyz,-210.950271759341,0.6478,-6.2416,6.8894,0.47076
qm7_1420.xyz,-304.256151884664,-0.2702,-6.2656,5.9954,2.26458
qm7_1421.xyz,-272.217818063909,-0.4604,-5.9343,5.4739,0.06663
qm7_1422.xyz,-307.883295486577,1.5583,-6.3738,7.9321,0.02945
qm7_1423.xyz,-305.449182412928,0.8606,-7.0214,7.882,1.17013
qm7_1424.xyz,-306.664717606917,1.3246,-6.1964,7.521,1.45317
qm7_1425.xyz,-306.679731745953,1.3993,-6.4107,7.81,1.41958
qm7_1426.xyz,-305.447697186126,0.7463,-7.0768,7.8231,1.19046
qm7_1427.xyz,-305.446944054650,0.4575,-5.6714,6.1289,0.53224
qm7_1428.xyz,-306.629929977424,0.7245,-5.8831,6.6076,0.74520
qm7_1429.xyz,-307.870216942379,1.7458,-6.1616,7.9074,0.15626
qm7_143.xyz,-212.156990276223,2.0137,-6.1813,8.195,0.51020
qm7_1430.xyz,-306.665314731760,1.1284,-6.1399,7.2683,1.22890
qm7_1431.xyz,-306.667064862089,1.174,-6.1008,7.2748,0.93348
qm7_1432.xyz,-272.209632951481,-0.4641,-6.2013,5.7372,0.18114
qm7_1433.xyz,-306.625826033755,0.6483,-5.9217,6.57,0.73385
qm7_1434.xyz,-320.278606291332,0.2326,-5.8057,6.0383,2.35543
qm7_1435.xyz,-320.271174247826,0.3243,-7.1549,7.4792,0.72302
qm7_1436.xyz,-304.160448115662,-1.1343,-6.3856,5.2513,0.10965
qm7_1437.xyz,-304.193375029800,-1.0662,-7.122,6.0558,0.55495
qm7_1438.xyz,-302.899568792500,-1.2713,-6.6339,5.3626,0.08528
qm7_1439.xyz,-305.396251379601,0.3557,-6.0796,6.4353,0.28188
qm7_144.xyz,-212.156089551164,1.7497,-6.2726,8.0223,0.43895
qm7_1440.xyz,-304.205312902009,0.7308,-7.3646,8.0954,1.69357
qm7_1441.xyz,-306.631315346756,1.7653,-6.5355,8.3008,0.72717
qm7_1442.xyz,-305.388752572490,0.1394,-6.2741,6.4135,0.20302
qm7_1443.xyz,-273.435273047249,0.7154,-6.7853,7.5007,0.07254
qm7_1444.xyz,-305.429492974068,0.6413,-6.8435,7.4848,0.82454
qm7_1445.xyz,-304.154108999461,0.3663,-6.4688,6.8351,0.66526
qm7_1446.xyz,-305.436360400235,0.8933,-6.6526,7.5459,1.58555
qm7_1447.xyz,-307.859677351410,1.7429,-5.7338,7.4767,0.35151
qm7_1448.xyz,-305.421698510635,-0.7132,-6.5174,5.8042,0.03085
qm7_1449.xyz,-306.629890752497,-0.0576,-5.3569,5.2993,0.66642
qm7_145.xyz,-212.155926797148,1.6389,-6.7817,8.4206,0.65919
qm7_1450.xyz,-306.667391375651,1.1089,-6.0521,7.161,1.00631
qm7_1451.xyz,-305.455249573580,0.2267,-5.9419,6.1686,0.88095
qm7_1452.xyz,-304.160398432720,-0.4322,-6.0914,5.6592,1.07444
qm7_1453.xyz,-306.637603667327,0.7045,-5.8616,6.5661,0.63172
qm7_1454.xyz,-273.434802824327,0.6893,-6.8265,7.5158,0.07217
qm7_1455.xyz,-290.629227892751,1.7776,-6.2931,8.0707,0.46251
qm7_1456.xyz,-289.394188137565,0.3768,-6.6308,7.0076,0.44506
qm7_1457.xyz,-288.137648760250,0.9786,-6.8752,7.8538,0.58974
qm7_1458.xyz,-306.633093847724,1.8956,-6.5317,8.4273,0.27749
qm7_1459.xyz,-304.208571326238,0.5283,-7.5114,8.0397,1.89435
qm7_146.xyz,-212.145458770730,2.0711,-6.5212,8.5923,0.42688
qm7_1460.xyz,-290.635904137412,1.9411,-6.0239,7.965,0.24087
qm7_1461.xyz,-290.629432598866,1.8517,-6.2596,8.1113,0.46010
qm7_1462.xyz,-288.254228532978,1.1317,-5.9266,7.0583,0.89051
qm7_1463.xyz,-287.024262690076,-0.3244,-6.2714,5.947,0.41446
qm7_1464.xyz,-290.658196486981,1.7321,-5.9683,7.7004,0.13890
qm7_1465.xyz,-272.215335088635,-0.2857,-6.0774,5.7917,0.06330
qm7_1466.xyz,-289.427493544730,0.6052,-5.6899,6.2951,0.19929
qm7_1467.xyz,-290.632117410821,1.8804,-5.9778,7.8582,0.24810
qm7_1468.xyz,-304.262044921486,0.6964,-6.9716,7.668,0.89434
qm7_1469.xyz,-303.030446774594,-0.555,-6.692,6.137,0.79524
qm7_147.xyz,-212.152378323020,1.7346,-6.2125,7.9471,0.44661
qm7_1470.xyz,-305.438305128022,0.4752,-5.7815,6.2567,0.77426
qm7_1471.xyz,-304.275595425060,0.8028,-6.4674,7.2702,1.64489
qm7_1472.xyz,-303.043067132440,-0.7031,-6.6814,5.9783,1.29099
qm7_1473.xyz,-304.236229787015,-0.0112,-5.7838,5.7726,0.92945
qm7_1474.xyz,-306.640088982843,1.8505,-6.0633,7.9138,0.47404
qm7_1475.xyz,-305.462670837484,0.9216,-5.9681,6.8897,1.20174
qm7_1476.xyz,-272.213397201194,0.5073,-6.6061,7.1134,0.03375
qm7_1477.xyz,-290.633804388213,2.0001,-6.2386,8.2387,0.32252
qm7_1478.xyz,-290.639856311950,1.8297,-6.5699,8.3996,0.44848
qm7_1479.xyz,-306.638986621377,1.8872,-6.1776,8.0648,0.78141
qm7_148.xyz,-212.156297395349,1.8057,-6.7589,8.5646,0.66055
qm7_1480.xyz,-306.644975086638,1.7656,-6.1123,7.8779,0.89435
qm7_1481.xyz,-290.634510221669,1.8148,-6.1831,7.9979,0.32040
qm7_1482.xyz,-290.641399186007,1.6988,-6.595,8.2938,0.49912
qm7_1483.xyz,-290.639056545835,1.6064,-6.591,8.1974,0.49890
qm7_1484.xyz,-290.634584030772,1.8053,-6.217,8.0223,0.35766
qm7_1485.xyz,-306.644158588429,1.7034,-6.0908,7.7942,0.63437
qm7_1486.xyz,-306.641723811917,1.5562,-6.5039,8.0601,0.82216
qm7_1487.xyz,-273.437053900964,0.7846,-6.4089,7.1935,0.12601
qm7_1488.xyz,-306.631768619012,1.7742,-6.3732,8.1474,0.71241
qm7_1489.xyz,-306.633793749337,1.7156,-6.049,7.7646,0.45753
qm7_149.xyz,-212.159085035166,1.7337,-6.2887,8.0224,0.42970
qm7_1490.xyz,-306.641517543791,1.6901,-6.082,7.7721,0.60024
qm7_1491.xyz,-306.643368956822,1.6417,-6.6815,8.3232,0.75706
qm7_1492.xyz,-306.650620743677,1.4228,-6.5268,7.9496,0.85878
qm7_1493.xyz,-290.629078991086,1.8846,-6.1651,8.0497,0.27673
qm7_1494.xyz,-290.636807997522,1.6868,-6.5988,8.2856,0.50336
qm7_1495.xyz,-290.622900879798,1.9679,-6.0745,8.0424,0.18225
qm7_1496.xyz,-306.630281954623,1.7422,-6.2174,7.9596,0.47722
qm7_1497.xyz,-306.638465878769,1.6386,-6.5236,8.1622,0.61082
qm7_1498.xyz,-272.214201208349,-0.6428,-6.0704,5.4276,0.16290
qm7_1499.xyz,-273.429936266223,1.7429,-7.236,8.9789,0.09109
qm7_15.xyz,-153.498272177394,2.2305,-7.747,9.9775,0.73685
qm7_150.xyz,-196.152783503447,1.8867,-8.347,10.2337,0.04601
qm7_1500.xyz,-289.404839712659,0.4375,-6.8735,7.311,0.34500
qm7_1501.xyz,-288.151181126623,0.4023,-6.9985,7.4008,0.30531
qm7_1502.xyz,-286.891141566378,0.5443,-7.1651,7.7094,0.39878
qm7_1503.xyz,-290.641970136892,0.8165,-6.5037,7.3202,0.45627
qm7_1504.xyz,-289.414174007375,-0.6017,-6.3954,5.7937,0.56695
qm7_1505.xyz,-288.156357936063,-0.6482,-6.7884,6.1402,0.78533
qm7_1506.xyz,-289.410589526988,-0.6017,-6.5592,5.9575,0.54608
qm7_1507.xyz,-288.158630172719,-0.5228,-6.7786,6.2558,0.61300
qm7_1508.xyz,-291.871784980015,1.5272,-6.6106,8.1378,0.51736
qm7_1509.xyz,-290.638530015585,0.5064,-6.6684,7.1748,0.50656
qm7_151.xyz,-212.150659405930,1.7385,-6.9231,8.6616,0.61010
qm7_1510.xyz,-272.211916606279,-0.4456,-6.1915,5.7459,0.32180
qm7_1511.xyz,-289.382629975910,1.3652,-6.6364,8.0016,0.79016
qm7_1512.xyz,-288.159986011563,-0.6466,-6.6188,5.9722,0.62494
qm7_1513.xyz,-286.911187354398,-0.5222,-6.9388,6.4166,0.81959
qm7_1514.xyz,-290.642690319647,0.6538,-6.6516,7.3054,0.44665
qm7_1515.xyz,-290.637943402533,0.7792,-6.6372,7.4164,0.70778
qm7_1516.xyz,-289.387352837249,1.402,-6.7839,8.1859,0.85907
qm7_1517.xyz,-291.853867848163,1.65,-5.7512,7.4012,0.17447
qm7_1518.xyz,-290.620270695478,0.472,-6.0568,6.5288,0.20916
qm7_1519.xyz,-289.368008986206,1.1821,-6.2061,7.3882,0.12264
qm7_152.xyz,-210.917138906980,0.4031,-6.9065,7.3096,0.64699
qm7_1520.xyz,-291.853735508115,1.7056,-5.7501,7.4557,0.18926
qm7_1521.xyz,-273.434133440874,0.6186,-6.8256,7.4442,0.07398
qm7_1522.xyz,-291.864093685372,1.6821,-6.1697,7.8518,0.31255
qm7_1523.xyz,-291.866083800901,1.5829,-6.0858,7.6687,0.30194
qm7_1524.xyz,-290.630945751137,0.4848,-6.2124,6.6972,0.26209
qm7_1525.xyz,-289.378393809391,1.2199,-6.5103,7.7302,0.15973
qm7_1526.xyz,-290.632918511157,0.6946,-6.1924,6.887,0.33182
qm7_1527.xyz,-291.864661306679,1.7641,-6.1813,7.9454,0.34330
qm7_1528.xyz,-290.634520548790,0.6177,-6.3126,6.9303,0.28101
qm7_1529.xyz,-289.383443501106,1.3034,-6.283,7.5864,0.32036
qm7_153.xyz,-209.660416135103,0.8097,-7.2072,8.0169,0.76218
qm7_1530.xyz,-290.627971613696,0.5441,-6.253,6.7971,0.30150
qm7_1531.xyz,-289.376717246588,1.3434,-6.4087,7.7521,0.46119
qm7_1532.xyz,-273.442671359465,0.7873,-6.7968,7.5841,0.10253
qm7_1533.xyz,-307.867368829330,1.8293,-6.144,7.9733,0.36771
qm7_1534.xyz,-304.210803942431,-0.2759,-6.2946,6.0187,0.93958
qm7_1535.xyz,-307.878784728466,1.6573,-6.3743,8.0316,0.07674
qm7_1536.xyz,-304.255424995383,-0.2068,-6.042,5.8352,2.01921
qm7_1537.xyz,-306.643297940402,0.5929,-6.5708,7.1637,0.78095
qm7_1538.xyz,-306.647162760219,0.7314,-6.32,7.0514,0.61014
qm7_1539.xyz,-307.877740446073,1.75,-6.1843,7.9343,0.57125
qm7_154.xyz,-213.388157361183,1.8309,-6.5303,8.3612,0.49663
qm7_1540.xyz,-307.886334454515,1.432,-6.3038,7.7358,0.84285
qm7_1541.xyz,-305.391999035853,1.0758,-6.6659,7.7417,0.44072
qm7_1542.xyz,-307.879433102898,1.6202,-6.5651,8.1853,0.49419
qm7_1543.xyz,-273.434647693400,0.4843,-6.792,7.2763,0.25387
qm7_1544.xyz,-305.441152726326,-0.0143,-6.1874,6.1731,1.08109
qm7_1545.xyz,-307.858453775321,1.8372,-5.9097,7.7469,0.34484
qm7_1546.xyz,-306.668304995396,1.3224,-6.1388,7.4612,1.33409
qm7_1547.xyz,-305.440714339887,0.8162,-6.7211,7.5373,1.26500
qm7_1548.xyz,-306.666898902550,1.3068,-6.1885,7.4953,1.48358
qm7_1549.xyz,-304.241373984800,-0.2704,-6.2014,5.931,2.81463
qm7_155.xyz,-209.733061748931,-0.2867,-8.1872,7.9005,1.49858
qm7_1550.xyz,-307.875377151273,1.7472,-5.8962,7.6434,0.77513
qm7_1551.xyz,-305.451306199436,0.8772,-7.039,7.9162,1.20837
qm7_1552.xyz,-307.873306985992,1.6732,-6.1052,7.7784,0.19573
qm7_1553.xyz,-305.449381650132,0.9483,-6.7884,7.7367,1.65472
qm7_1554.xyz,-273.439552364151,0.8003,-6.5158,7.3161,0.12392
qm7_1555.xyz,-307.859499053891,1.8658,-6.083,7.9488,0.02593
qm7_1556.xyz,-306.671808615545,1.2781,-5.9633,7.2414,1.04205
qm7_1557.xyz,-306.661374310833,1.24,-5.8492,7.0892,0.86146
qm7_1558.xyz,-306.626266195288,-0.3509,-5.579,5.2281,0.77047
qm7_1559.xyz,-306.631307007707,1.8077,-6.6083,8.416,0.11056
qm7_156.xyz,-208.475173573629,0.2489,-8.3982,8.6471,1.40324
qm7_1560.xyz,-305.414280743161,-0.3371,-6.9878,6.6507,0.63344
qm7_1561.xyz,-302.961506635109,-1.0147,-6.4788,5.4641,1.12245
qm7_1562.xyz,-304.220819871365,-1.0272,-6.3107,5.2835,0.94349
qm7_1563.xyz,-302.961147072712,-0.9316,-6.4624,5.5308,1.03684
qm7_1564.xyz,-306.649967084918,0.4937,-6.3601,6.8538,0.56670
qm7_1565.xyz,-273.440884116897,0.7788,-6.8333,7.6121,0.09431
qm7_1566.xyz,-305.398105602484,1.3747,-6.5889,7.9636,0.60583
qm7_1567.xyz,-306.646919418718,0.5062,-6.4357,6.9419,0.98190
qm7_1568.xyz,-305.388286377619,1.1645,-6.5071,7.6716,1.13822
qm7_1569.xyz,-307.863343998967,1.6805,-5.9604,7.6409,0.28747
qm7_157.xyz,-212.158949977916,0.6924,-6.5572,7.2496,0.49355
qm7_1570.xyz,-305.438198694439,0.0657,-6.5165,6.5822,1.38543
qm7_1571.xyz,-304.182394887512,0.7191,-6.648,7.3671,1.35789
qm7_1572.xyz,-306.661964382200,1.2401,-5.86,7.1001,0.88962
qm7_1573.xyz,-305.446747405016,0.2682,-5.9659,6.2341,0.42429
qm7_1574.xyz,-306.632538128513,0.8208,-5.7123,6.5331,0.63454
qm7_1575.xyz,-306.670398711033,1.2658,-6.1184,7.3842,0.89897
qm7_1576.xyz,-272.164549470940,0.3566,-6.8854,7.242,0.21327
qm7_1577.xyz,-306.678926176094,1.338,-6.3814,7.7194,1.40296
qm7_1578.xyz,-305.446705280681,-0.5619,-6.5756,6.0137,1.35259
qm7_1579.xyz,-304.187296980655,-0.2415,-6.6796,6.4381,1.53472
qm7_158.xyz,-209.742892206360,-1.2544,-7.863,6.6086,1.82417
qm7_1580.xyz,-319.028180044517,-1.598,-7.1079,5.5099,0.50003
qm7_1581.xyz,-319.027706807700,-1.4928,-6.9924,5.4996,1.81935
qm7_1582.xyz,-320.252815665476,0.2516,-7.2331,7.4847,1.58711
qm7_1583.xyz,-320.255656333234,-0.8309,-7.3359,6.505,2.33986
qm7_1584.xyz,-305.396134583887,0.2366,-6.2076,6.4442,0.18415
qm7_1585.xyz,-305.407173000955,0.7094,-5.7835,6.4929,0.71200
qm7_1586.xyz,-305.445226177623,1.2923,-5.9747,7.267,1.07201
qm7_1587.xyz,-270.912049791618,0.0767,-6.8979,6.9746,0.23673
qm7_1588.xyz,-305.404555981574,0.6345,-5.997,6.6315,0.60250
qm7_1589.xyz,-305.446378440016,1.2296,-6.2601,7.4897,1.05155
qm7_159.xyz,-212.156786562020,0.7095,-6.6068,7.3163,0.64127
qm7_1590.xyz,-305.414133417314,0.692,-5.941,6.633,0.78348
qm7_1591.xyz,-305.430134073195,-0.6062,-6.2754,5.6692,0.15230
qm7_1592.xyz,-304.194323002705,-1.5592,-6.6242,5.065,0.08013
qm7_1593.xyz,-302.933261893257,-1.7442,-6.8912,5.147,0.31682
qm7_1594.xyz,-306.641877916774,0.6464,-5.9045,6.5509,0.61557
qm7_1595.xyz,-305.403290137101,0.2666,-5.9708,6.2374,0.56812
qm7_1596.xyz,-304.147636354610,0.4401,-6.1271,6.5672,0.58313
qm7_1597.xyz,-305.447643591558,0.4869,-6.359,6.8459,1.06142
qm7_1598.xyz,-269.659406294849,0.4941,-7.0957,7.5898,0.22263
qm7_1599.xyz,-304.192460908117,1.0329,-6.4912,7.5241,1.05194
qm7_16.xyz,-155.669358616127,1.7514,-7.0242,8.7756,0.00149
qm7_160.xyz,-209.737972549101,-1.4494,-7.8913,6.4419,1.57717
qm7_1600.xyz,-302.930935643294,-1.2863,-6.8376,5.5513,0.80323
qm7_1601.xyz,-305.399423063985,0.1683,-6.2238,6.3921,0.62417
qm7_1602.xyz,-304.143887468668,0.2324,-6.345,6.5774,0.53093
qm7_1603.xyz,-306.637170419448,0.6223,-5.8869,6.5092,0.61967
qm7_1604.xyz,-306.644104508772,0.8442,-5.7393,6.5835,0.71958
qm7_1605.xyz,-305.412476044278,-0.5345,-5.6988,5.1643,0.87309
qm7_1606.xyz,-304.153612513605,-0.5655,-5.9532,5.3877,1.08756
qm7_1607.xyz,-318.999173909729,-2.4021,-7.5171,5.115,1.91957
qm7_1608.xyz,-320.218225672693,0.069,-6.6215,6.6905,1.51274
qm7_1609.xyz,-273.399554450275,0.3157,-6.9193,7.235,0.26763
qm7_161.xyz,-196.152465668210,1.837,-7.5759,9.4129,0.06298
qm7_1610.xyz,-273.427107506371,1.7438,-8.2564,10.0002,0.05779
qm7_1611.xyz,-320.264651513600,0.5385,-7.0439,7.5824,1.82749
qm7_1612.xyz,-318.998533638143,-1.8537,-7.6232,5.7695,1.86535
qm7_1613.xyz,-320.213978046534,-0.1815,-6.8493,6.6678,1.06121
qm7_1614.xyz,-320.224289034124,-1.0778,-6.7275,5.6497,2.63484
qm7_1615.xyz,-288.161991430064,0.0771,-6.1605,6.2376,0.31042
qm7_1616.xyz,-289.407875273612,1.856,-5.9173,7.7733,0.39709
qm7_1617.xyz,-289.422541499524,1.6346,-6.1708,7.8054,0.52208
qm7_1618.xyz,-288.194438288619,0.1707,-6.3673,6.538,0.49727
qm7_1619.xyz,-305.425295630781,1.6898,-5.9726,7.6624,0.74530
qm7_162.xyz,-213.390670663477,1.7492,-6.5796,8.3288,0.53977
qm7_1620.xyz,-289.388515991231,1.938,-6.5603,8.4983,0.41318
qm7_1621.xyz,-272.146278008439,1.2327,-7.015,8.2477,0.43626
qm7_1622.xyz,-305.389068662167,1.6952,-6.6222,8.3174,0.35306
qm7_1623.xyz,-289.393915806183,0.5455,-6.6677,7.2132,0.46747
qm7_1624.xyz,-289.389928674266,0.498,-6.6273,7.1253,0.41420
